,game,reviewer_rating,positivity_ratio,first_release_date,game_modes,genres,themes,binned_developer,developer_RewindApp,developer_Ripknot Systems,developer_CAPCOM Co. Ltd.,developer_Kairosoft Co.Ltd,developer_Winged Cloud,developer_KOEI TECMO GAMES CO. LTD.,developer_Choice of Games,developer_EGAMER,developer_Scott Cawthon,developer_Tero Lunkka,binned_developer_encoded
17662,Dungeons Are Random,4.0,0.59,2016,1,12,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17663,Wings of Virtus,5.0,1.11,2018,1,32,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
17664,Drop Out 0,6.0,2.0,2016,2,32,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17665,Kronos,5.0,1.5,2017,1,12,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17666,Ghost in the Machine,5.0,1.62,2015,1,8,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17667,Beatbuddy: On Tour,5.0,1.5,2015,1,32,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
17668,SoulFrost,5.0,1.36,2017,1,32,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
17669,Zombie Killin',7.0,9.0,2017,1,32,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17670,Nil-Ninjahtic: Ronin,6.0,2.62,2016,1,32,1,Blaze Epic,0,0,0,0,0,0,0,0,0,0,47
17671,Action Legion,7.0,3.5,2016,1,5,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17672,Color Guardians,7.0,5.75,2015,1,8,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17673,Adventure World,5.0,0.88,2016,1,12,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
17674,Sword of the Guardian,7.0,9.75,2018,1,4,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17675,Attack of the Bugs,7.0,7.0,2017,1,5,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
17676,Zombie Lane Survival,3.0,0.2,2018,1,12,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17677,Strike Force: Desert Thunder,3.0,0.21,2016,1,32,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
17678,Super Mr. Kake,4.0,0.31,2017,1,32,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17679,Rampage Ragdoll,4.0,0.36,2018,1,32,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
17680,TheShooterGame,4.0,0.5,2018,1,5,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
17681,Animal Herding,4.0,0.44,2017,1,32,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17682,Bold Blade,5.0,1.0,2018,1,12,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
17683,Turtle: Voidrunner,7.0,3.33,2017,1,32,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17684,EndlessHell,5.0,0.82,2019,1,12,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17685,Karradash - The Lost Dungeons,6.0,2.5,2017,1,12,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17686,AeroChopper,6.0,2.75,2018,1,10,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17687,S.T.R.E.T.C.H.,4.0,0.5,2018,1,32,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
17688,Pinball Parlor,5.0,1.2,2016,1,13,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
17689,Battle Forever,5.0,0.81,2016,1,32,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17690,City of Rott: Streets of Rott,5.0,1.44,2017,1,32,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17691,Usagi Yojimbo: Way of the Ronin,5.0,1.0,2013,1,25,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17692,Get Over Here,5.0,0.7,2015,1,32,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17693,The Cup,5.0,1.36,2019,1,12,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17694,Citadel,5.0,1.23,1995,1,5,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
17695,Citadel,5.0,1.23,1985,1,8,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
17696,Citadel,5.0,1.23,1989,1,9,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
17697,Citadel,5.0,1.23,2016,2,8,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
17698,Abstract Arena,5.0,1.14,2017,1,5,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17699,Violet Cycle,5.0,1.78,2018,1,32,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17700,Crush,7.0,4.5,2017,1,5,1,VIS-Games,0,0,0,0,0,0,0,0,0,0,392
17701,Crush,7.0,4.5,2018,1,5,1,VIS-Games,0,0,0,0,0,0,0,0,0,0,392
17702,Crush,7.0,4.5,2007,1,8,1,VIS-Games,0,0,0,0,0,0,0,0,0,0,392
17703,Delay,6.0,3.0,2017,1,32,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17704,Stick War: Castle Defence,5.0,1.31,2018,1,12,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17705,Machine Gun Train Run,5.0,1.83,2016,1,32,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17706,Ping,6.0,3.29,2017,1,32,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17707,Fur Up,7.0,8.67,2017,1,8,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17708,Chambered,7.0,3.62,2017,1,32,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17709,CastleMiner Warfare,5.0,0.84,2017,2,5,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
17710,Time Splatter,6.0,2.32,2018,1,32,1,Ominous Entertainment,0,0,0,0,0,0,0,0,0,0,275
17711,Event Horizon - Frontier,4.0,0.41,0,1,32,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
17712,Dissection,5.0,1.78,2020,1,9,1,RandomSpin,0,0,0,0,0,0,0,0,0,0,298
17713,Biomass,8.0,5.12,2020,1,12,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
17714,Biomass,8.0,5.12,2020,1,8,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
17715,Shaverma: Ravshan Edition,5.0,1.5,2018,1,32,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
17716,Aftermoor,7.0,5.0,2019,1,32,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17717,Exodemon,8.0,16.67,2019,1,5,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17718,Double Stretch,4.0,0.33,2018,1,32,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
17719,X-Town 3D game,4.0,0.28,2018,1,32,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17720,Dogstar,5.0,1.0,2017,1,32,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17721,Void Cube Runner,5.0,0.78,2018,1,32,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
17722,Alchemist Penguin,7.0,10.0,2016,1,32,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17723,The Land of Glass,5.0,1.57,2018,1,12,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17724,Gyro Boss DX,6.0,2.4,2019,1,5,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
17725,ReBoot,5.0,1.62,2016,1,32,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
17726,ReBoot,5.0,1.62,1998,1,5,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
17727,Destroyer: Invasion,5.0,1.3,2017,1,32,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17728,Cluster Dust,6.0,2.17,2018,1,32,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17729,Square Arena,7.0,3.5,2016,1,32,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17730,Shiperoids,7.0,3.5,2016,1,32,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17731,Salmon Ninja,7.0,5.0,2016,1,32,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17732,Armored Squad,7.0,5.0,2018,1,32,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17733,Lock Her Up: The Trump Supremacy,6.0,2.12,2018,2,32,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17734,Zomby Soldier,5.0,0.77,2018,1,32,1,Tero Lunkka,0,0,0,0,0,0,0,0,0,1,378
17735,Dungeon's Barrage,7.0,18.0,2017,1,32,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17736,Galak Zed,7.0,19.0,2019,1,32,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17737,Spunk and Moxie,7.0,5.0,2016,1,32,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17738,Networm,7.0,7.0,2015,1,32,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17739,Socketeer,6.0,2.33,2018,1,32,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17740,With Loneliness,6.0,2.75,2019,1,32,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17741,MazeBot,7.0,5.0,2018,1,32,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17742,Wonky Ship,5.0,1.13,2015,1,9,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17743,Respawn Man,7.0,3.56,2015,1,9,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17744,Just a Cleric,7.0,3.56,2016,1,12,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
17745,Run and Jump,7.0,10.25,2018,1,32,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
17746,Fatal Fight,6.0,2.88,2016,1,4,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17747,Mortal Blitz,6.0,2.48,2017,1,5,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17748,Filthy Lucre,6.0,2.75,2016,1,5,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17749,Re Painter,7.0,5.33,2020,1,32,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17750,Resurrector,4.0,0.44,2019,1,32,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17751,Pixel Fish,7.0,5.0,2019,1,32,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17752,Dots: Revamped!,7.0,13.0,2019,1,32,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17753,Hyper Scuffle,7.0,3.5,2019,1,32,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17754,Shennong: Taste of Illusion,6.0,2.62,2018,1,32,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17755,Ritual: Sorcerer Angel,7.0,7.33,2019,1,5,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
17756,RemiLore: Lost Girl in the Lands of Lore,5.0,1.24,2019,1,25,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
17757,Bomber Bother,8.0,5.75,2019,1,32,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17758,Singularity 5,6.0,3.0,2018,1,5,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17759,Quantum Flux,4.0,0.23,2015,1,32,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
17760,Drill Arena,4.0,0.37,2018,1,32,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
17761,60 Second Strike,5.0,0.62,2017,1,5,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17762,Exocomets,5.0,1.2,2017,1,32,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17763,Astroe,5.0,1.0,2017,2,32,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17764,One Hit KO,7.0,2.67,2017,1,25,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17765,Mimic Arena,5.0,1.12,2016,2,8,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17766,Space Ranger ASK,7.0,3.0,2016,1,32,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17767,Temporal Storm X: Hyperspace Dream,7.0,3.0,2017,1,32,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17768,Bombastic Cars,4.0,0.5,2017,1,10,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17769,The Communist Dogifesto,7.0,3.0,2018,1,5,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17770,Submarine Attack!,6.0,2.25,2019,1,32,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17771,Galaxy Cannon Rider,5.0,1.67,2016,1,32,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17772,MC Lars: The Video Game,6.0,2.5,2016,1,32,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17773,Skyling: Garden Defense,7.0,3.33,2016,1,32,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17774,Bits n Bullets,5.0,1.11,2017,1,5,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
17775,Prison Chainball Massacre,5.0,1.67,2017,1,32,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
17776,Lumberjack VR,5.0,1.5,2017,1,32,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17777,Ride the Bullet,5.0,1.2,2015,1,32,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17778,Dead Days,7.0,3.0,2017,1,32,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
17779,Dead Days,7.0,3.0,2019,1,34,19,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
17780,The Flesh God,7.0,4.0,2017,1,32,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17781,Oh Boy Cheese,7.0,12.0,2018,1,32,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17782,Fuzecat,5.0,1.75,2017,1,32,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17783,Cubiques 2,7.0,6.5,2018,1,32,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
17784,Dystopy,5.0,1.56,2017,1,32,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17785,Cotropitorii,7.0,4.67,2018,2,32,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17786,Arcane,6.0,2.5,2016,1,31,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17787,Pizzarian,7.0,5.33,2015,1,32,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17788,The Crystal Nebula,7.0,5.33,2016,1,32,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17789,Zombie Camp,5.0,2.0,2016,1,32,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17790,Elite Warriors: Vietnam,5.0,1.12,2005,1,5,1,N-Fusion Interactive,0,0,0,0,0,0,0,0,0,0,247
17791,Combate Monero,6.0,2.57,2019,1,32,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17792,Zap Zone,7.0,9.5,2017,1,32,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17793,Reckpunk,7.0,4.0,2017,1,32,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17794,Kill Him! Online Wars,5.0,1.05,2018,1,32,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17795,No Stick Shooter,7.0,5.5,2017,1,32,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17796,Blood of Patriots,7.0,11.0,2018,1,32,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17797,Block King,7.0,11.5,2017,1,32,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17798,Rapid Fire,7.0,7.67,1987,1,5,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
17799,Jeeboman,6.0,2.33,2016,1,5,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
17800,Escape: Close Call,7.0,5.6,2016,1,32,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17801,Inbound,7.0,7.2,2018,1,15,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17802,Go Away My Fat,7.0,6.0,2018,1,32,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17803,J-Girl,7.0,4.5,2018,1,32,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17804,Mutant Fighting Cup 2,6.0,3.08,2017,1,12,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17805,Fist's Elimination Tower,7.0,12.67,2017,1,8,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
17806,Drive!Drive!Drive!,5.0,2.05,2016,1,10,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
17807,KO Mech,7.0,6.14,2018,1,32,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
17808,Space Fist,6.0,3.21,2017,1,32,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17809,Naked Sun,6.0,3.59,2018,1,32,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17810,Post War Dreams,5.0,0.78,2019,1,12,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
17811,Gourmet Warriors,7.0,4.67,1995,1,4,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17812,Mini Island,7.0,12.5,2019,1,32,1,MACKINN7,0,0,0,0,0,0,0,0,0,0,219
17813,Pulstario,7.0,15.0,2019,1,8,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17814,Boet Fighter,8.0,6.73,2019,1,32,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17815,Buttle Tank,6.0,2.25,2018,1,32,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17816,Fragile Equilibrium,7.0,4.5,2019,1,32,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17817,Super Hero Fight Club: Reloaded,6.0,2.5,2018,1,4,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
17818,Fork Knights,6.0,2.6,2019,1,32,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17819,Funny Archery,5.0,1.92,2019,1,32,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17820,Inch by Inch,8.0,26.0,2018,1,8,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17821,RollingSky2,8.0,23.75,2020,1,10,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
17822,Strike Force: Arctic Storm,3.0,0.1,2016,1,5,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
17823,The Escapist,3.0,0.21,2014,1,8,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17824,Battletank LOBA,4.0,0.36,2015,1,32,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17825,Toy Wars Invasion,4.0,0.5,2015,1,32,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17826,BrotherZ,4.0,0.36,2017,2,32,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17827,Space Scumbags,4.0,0.5,2017,1,5,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17828,The Gameshow,4.0,0.26,2019,1,32,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17829,Bedtime Blues,5.0,0.71,2019,1,32,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
17830,Space Ark,5.0,0.6,2010,1,8,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
17831,Space Ark,5.0,0.6,0,1,32,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
17832,Breaking Bones,5.0,0.75,2016,1,32,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17833,HellCrunch,5.0,1.0,2018,1,32,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17834,Dark Visit,5.0,0.6,0,1,32,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17835,Hatland Adventures,4.0,0.41,2015,1,8,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17836,Fatal Theory,6.0,2.0,2016,1,12,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17837,Abyssal Fall,6.0,1.75,2017,1,32,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
17838,Viral,6.0,1.75,2017,2,32,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17839,Dawn of the Plow,7.0,2.67,2015,1,32,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17840,Tidy Your Room Simulator,5.0,1.0,2018,1,13,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17841,Wild West VR,5.0,0.73,2018,1,5,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17842,Brawl,7.0,2.67,2018,1,4,1,Milan Toth,0,0,0,0,0,0,0,0,0,0,238
17843,Brawl,7.0,2.67,2015,1,4,1,Milan Toth,0,0,0,0,0,0,0,0,0,0,238
17844,Undercity,5.0,1.8,2017,1,32,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17845,Mall Mayhem,5.0,1.5,2017,1,32,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17846,Dark Noid,7.0,4.5,2018,1,32,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17847,Dear Leader,5.0,1.29,2018,1,32,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17848,JumpStream,5.0,1.12,2018,1,32,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
17849,El Taco Diablo,7.0,3.0,2019,1,32,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17850,Knight of the Hamsters,5.0,1.67,2015,1,15,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17851,Revolve,7.0,10.0,2017,1,8,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17852,Laser Ball,6.0,2.5,2018,1,32,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
17853,Chuckie Egg 2017,5.0,1.67,0,1,32,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17854,Rhythm Overdrive,7.0,5.0,2019,1,32,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17855,One Final Chaos,7.0,11.0,2015,1,32,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17856,Doritos VR Battle,5.0,1.57,2016,1,5,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
17857,InkSplosion,5.0,1.5,2018,1,5,1,Petite Games,0,0,0,0,0,0,0,0,0,0,284
17858,Hostile Dimension,5.0,0.86,2015,1,32,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17859,Apple Jack 1&2,7.0,12.0,2017,1,32,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17860,Soul Island,7.0,12.0,0,1,32,1,MACKINN7,0,0,0,0,0,0,0,0,0,0,219
17861,Miko Gakkou: Second Year,7.0,3.25,2014,1,7,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
17862,Escape Lizards,7.0,4.33,2017,1,32,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17863,Project Green Beat,6.0,2.0,2015,1,32,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17864,Tiki Trials,7.0,14.0,0,1,32,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17865,Expander,7.0,3.75,2015,1,32,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17866,Bernackels' Shoggoth,5.0,1.67,2017,2,7,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17867,ConcPerfect 2017,6.0,2.12,2017,1,10,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17868,Gambol,7.0,8.5,2018,1,32,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17869,Xenia,7.0,3.6,2017,1,16,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17870,Light Bound,7.0,4.75,2015,1,32,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17871,Mini Metal,6.0,2.38,2016,1,32,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17872,Jupiteration,6.0,2.38,2017,1,5,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
17873,Break Stuff With Coins,7.0,20.0,2018,1,32,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17874,The Hateful Dead,7.0,3.5,2016,1,32,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17875,Bad School Boy,7.0,5.25,2017,1,32,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
17876,Stickman: Fidget Spinner Rush,7.0,6.0,2018,1,32,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17877,Qybe,7.0,10.0,2018,1,10,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17878,The Collider 2,6.0,2.75,2016,1,10,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17879,Nekomew's Nightmares,7.0,34.0,2022,1,7,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
17880,Lets Beats,7.0,8.75,2018,1,32,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
17881,Gulman 5,8.0,6.88,2018,1,5,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17882,GourMelee,7.0,3.67,2019,2,32,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17883,Ethanol in dungeon,7.0,4.67,2019,1,32,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17884,Ducks in Space,7.0,14.0,2019,1,32,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17885,Drawn Down Abyss,7.0,14.0,0,1,8,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
17886,Snow Island,7.0,16.0,2019,1,32,1,MACKINN7,0,0,0,0,0,0,0,0,0,0,219
17887,Red Island,7.0,13.33,2019,1,5,1,MACKINN7,0,0,0,0,0,0,0,0,0,0,219
17888,Beyond the Wizard,5.0,1.8,2019,1,32,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17889,Pogo,7.0,5.67,2018,1,8,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17890,Red Barton and The Sky Pirates,3.0,0.18,2017,1,32,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17891,Where is my Brain!?,4.0,0.3,2017,1,32,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17892,Zombie Soldier,5.0,0.57,2018,1,32,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
17893,Secret of Harrow Manor,4.0,0.45,2018,1,32,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
17894,Driveby Gangster,5.0,0.75,2015,1,32,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17895,Stage Fright,4.0,0.55,2016,1,32,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17896,Dinosaur Hunter,5.0,0.86,2018,1,5,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17897,ArchMMO 2,4.0,0.5,2019,2,12,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
17898,Circle Up,5.0,0.88,0,1,32,1,EGAMER,0,0,0,0,0,0,0,1,0,0,109
17899,Circle Up,5.0,0.88,0,1,32,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
